Student_ID,Student_Name,Student_Department,Student_Year,Student_Contact_Info,Transaction_ID,Transaction_DateTime,Menu_Item_ID,Quantity_Purchased,Total_Cost,Payment_Method,Menu_Item_Name,Menu_Item_Category,Menu_Item_Price,Inventory_ID,Stock_Quantity,Reorder_Level,Purchase_Price,Supplier_Info,Review_ID,Rating,Comments,Staff_ID,Staff_Name,Staff_Position,Staff_Contact_Info,Canteen_Location_ID,Building_Name,Floor_Number,Seating_Capacity
1633,Mia Lewis,movement,Junior,francisshelly@example.org,58817,1/1/2022 13:49,9,1,4.31,Cash,serious,Main Course,7.83,6791,5,5,3.26,Perkins-Lee,263,4,Traditional two benefit citizen. Quality house audience form. Road agent material hour quite chair weight involve.,484,Melissa Cardenas,Waiter,melissa98@example.com,1,Phillipshaven,2,69
2314,Clinton Wong,page,Sophomore,jack63@example.com,80507,1/10/2023 22:53,90,4,12.79,Card,around,Main Course,4.41,3171,69,6,2.11,"Miller, Lewis and Hughes",826,3,,187,Patricia Martinez,Chef,millermanuel@example.com,3,Ellisborough,2,61
9857,Paul Hill,will,Junior,tbrown@example.org,33368,8/13/2021 2:16,4,3,5.0,Cash,street,Beverage,6.14,9166,22,8,4.29,Miller LLC,441,2,"Share campaign real success plant church. Step manager green lot increase rich. Artist myself expert responsibility.
Shoulder perform stage weight choose seven indeed water.",912,Anthony Bruce,Chef,jkelley@example.org,2,New Katrinamouth,2,115
7410,Michael Ball,exist,Senior,thomas69@example.com,37242,5/26/2021 4:54,68,3,6.76,Card,necessary,Beverage,5.08,2769,84,7,2.59,Guzman-Nichols,770,5,Try similar these worry hotel important. Become list during church discussion right ago.,136,Aaron Hammond,Chef,martinsamantha@example.net,3,Lake Marissa,1,162
9594,Scott Rios,computer,Senior,jennyduncan@example.org,59227,4/9/2020 22:14,58,4,9.76,Cash,democratic,Beverage,5.86,1426,89,10,4.68,"Robbins, Robinson and Hall",238,2,Become draw office must try game worker. Toward appear list. Mind writer arm their southern information thing. Community evening section right court science.,110,Alan Burns,Cashier,rogersmichelle@example.net,2,South Julie,2,111
5515,Tyler Holt,husband,Freshman,ryan84@example.com,86955,8/31/2022 16:45,97,4,3.86,Card,relationship,Main Course,8.98,9625,70,7,1.54,"Morris, Myers and Carpenter",587,2,Here he school begin bag dream. Person wife action break environment involve. Admit even never foot senior door pretty.,218,Emily Mcdonald,Waiter,amanda73@example.org,1,Lambertfort,3,132
9549,Jennifer Bruce,method,Freshman,jacoballison@example.org,48146,5/25/2020 18:45,87,4,2.04,Card,up,Dessert,3.92,6875,98,3,1.33,"Nelson, Zhang and Molina",890,2,"Outside development alone some strong sister despite. Probably everyone history eat. Maintain someone throw gun.
Compare tough adult kid in during or. Guess region arrive person reveal few.",470,Tammy Kelly,Waiter,jontorres@example.com,2,Lake Sharonhaven,1,120
4858,Phillip Jones,enjoy,Sophomore,karen11@example.net,11166,5/3/2020 13:24,26,1,10.57,Cash,best,Main Course,4.45,9015,94,1,4.46,Robinson-Frazier,669,2,Somebody catch opportunity story fish small second. Situation son art energy. Ok factor seven ten.,936,John Rodriguez,Waiter,tpeck@example.com,3,Port Levi,3,132
4525,Samantha Hill,however,Junior,zdonovan@example.com,28147,10/8/2021 11:33,16,2,11.52,Card,I,Dessert,6.42,8464,23,3,2.44,Thornton-Rivera,158,2,News believe personal. Will rise company identify mouth. True property while feeling financial. Remember improve nice bank hit.,839,Jessica Mendez,Cashier,mariamurray@example.com,1,Laurenhaven,2,189
7871,Madison Jacobs,program,Sophomore,ubuckley@example.com,29794,1/22/2023 17:35,64,2,13.71,Cash,particular,Main Course,2.07,6057,15,10,1.28,Fowler Group,656,5,"Across enjoy air great once different sign. Visit maintain senior.
Among for they southern effect certainly fear. Natural will article pull key.",592,Andre Hernandez,Waiter,jeanne06@example.com,2,Davisland,2,101
5509,Jacqueline Lester,evening,Sophomore,bailey53@example.net,45569,5/24/2020 20:15,51,2,11.72,Card,federal,Dessert,5.96,1207,47,1,3.87,Mccarthy-Barnes,184,3,"Federal during happy form time see across. Dream happen fish.
Away country herself. Health improve agreement college. But concern between admit focus.",425,Michael Hamilton,Waiter,sheila71@example.com,1,Floresview,1,139
8382,Nicholas Carter,argue,Sophomore,ynorman@example.com,53700,10/17/2021 0:32,33,3,5.81,Card,development,Dessert,5.51,4605,35,8,3.69,Davis-Carr,940,1,,210,David Parker,Chef,petersonchristina@example.org,1,New Katherine,2,37
9071,Eric Gonzales,hotel,Senior,burnsjennifer@example.org,54238,12/18/2020 12:58,27,3,10.96,Cash,own,Dessert,9.34,3671,27,3,2.88,"Whitaker, Duran and Jimenez",630,4,"Show take body never deep young. Arrive professor organization within participant American.
Say key least. Range send some identify name. Father nation from world three.",792,Michael Perry,Cashier,melissa07@example.org,4,West Christopher,1,57
6855,Valerie Morales,feel,Senior,fandrews@example.com,58129,12/25/2020 20:40,83,1,14.13,Cash,machine,Beverage,5.3,9105,36,6,2.26,"Smith, Manning and Harvey",451,4,,563,Jean Dunn,Waiter,vcollins@example.net,5,New Kayleeview,2,76
2349,Nicolas Lane,control,Senior,susanallen@example.com,22282,11/10/2020 2:14,6,1,5.03,Card,thought,Main Course,5.95,8879,7,1,4.37,"Chapman, Love and Anderson",102,1,"Impact surface spring ball should. Question marriage police left under state low vote.
Pressure defense stuff magazine. Defense miss southern let animal. Blue use baby use glass. Never agent game.",477,Daniel Barnes,Cashier,murphyandrew@example.org,1,South Kim,2,49
6313,Kristina Heath,necessary,Freshman,amy43@example.com,54335,7/7/2022 20:59,28,4,3.84,Cash,ready,Beverage,5.52,9946,26,8,4.82,"Montoya, Ortiz and Cook",932,2,"Only provide join third attack present. Manager compare choice clear particularly.
Every door watch commercial note. Life affect choose kid.",698,Mary Collins,Cashier,markgordon@example.net,2,New Joshuaburgh,2,59
2889,Jo Wright,Republican,Senior,lewismatthew@example.net,91335,7/14/2021 2:52,80,4,7.9,Cash,whole,Main Course,2.68,6143,100,5,1.1,"Cabrera, Evans and Guzman",893,2,,813,Jessica Newman,Chef,kristin81@example.net,1,Smithbury,1,120
8969,Dylan Jenkins,heavy,Senior,ronnie66@example.net,14674,9/3/2020 13:36,19,2,8.2,Card,those,Main Course,3.93,2290,92,10,2.57,Stewart Inc,181,3,Too child mind Mrs leave. Not able want well process. Place scene society main begin lead cup activity. Blood mean write light.,359,Carly Whitehead,Waiter,gibsonerin@example.net,5,South Alexandrashire,1,138
6493,David Jefferson,city,Freshman,carlywong@example.com,15400,9/4/2020 18:40,14,4,11.2,Card,plan,Dessert,8.61,5246,76,4,1.5,Wright-Mack,206,3,"Figure new discuss the. Attack table day lead. Million including science such.
News short start believe yes. Ball fill grow race camera. Five side talk region win guy off.",782,Jessica Little,Chef,traci28@example.org,5,Port Johnburgh,2,158
